MessageID,Sender,TimeSubmitted,MessageText,URL,Subdomain,SLD,TLD,RedirectedURL,Brand,DomainRegistrar,DomainCreationDate,DomainLastUpdateAtSubmission,DomainLastUpdate,DomainStatus,DomainActiveFor,Detected,Malicious,Malware,Phishing,Suspicious,ImageText
2362,+1 (602) 299-3452,26/03/2024 01:32,"{irs } your tax refund was rejected by ""irs"", if this was done in an error? kindly visit here https://. irsgorvnhelp.online/ to resolve it now.",https://Irsgorvnhelp.online/,,Irsgorvnhelp,online,https://irsgorvnhelp.online/,IRS,,,,,Inactive,,0,0,0,0,0,"<®

+1 (602) 299-3452

IRS

{IRS } Your Tax Refund Was
Rejected by “IRS"",if this was
done in an error? Kindly Visit
here https://
Irsgorvnhelp.online/ to resolve

it Now.

"
2363,,26/03/2024 01:37,"from: 1-602-299-3453

{ irs } your tax refund was rejected by “irs”,if this was done in an error? kindly visit here  https://lrsgorvnhelp.online/  to get it approve now.",https://lrsgorvnhelp.online/,,lrsgorvnhelp,online,,IRS,"HOSTINGER operations, UAB",23/03/2024,23/03/2024,23/03/2024,Inactive,1,0,0,0,0,0,
2364,+1 (347) 224-2651,27/03/2024 02:23,"nosubject {irs}you have an outstanding tax refund of $4,750.00 kindly go to https://efileirsgov.help to file for dispute",https://efileirsgov.help,,efileirsgov,help,https://efileirsgov.help/,IRS,"NameSilo, LLC",26/03/2024,04/01/2024,02/04/2024,Inactive,8,8,2,0,6,0,"6:04 wl >
r¢ +1 (347) 224-2651

Text Message
Today 6:01PM

NoSubject

YAILRS -

{IRS}You have an
outstanding tax refund of
$4,750.00 kindly go to

for dispute

The sender is not in your contact list.
Report Junk
"
2365,usps-3345122@u...,27/03/2024 13:55,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https:// uspw.usspadv.top (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team",uspw.usspadv.top,uspw,usspadv,top,http://uspw.usspadv.top/,USPS,Hongkong Kouming International Limited,25/03/2024,,10/04/2024,Inactive,17,15,4,0,11,1,"a! Visible LTE 3:13 AM 83% a)

< usps-3345122@u... (x

The USPS package has
arrived at the warehouse
and cannot be delivered
due to incomplete
address information.
Please confirm your
address in the link within
12 hours.

https://
uspw.usspadv.top

(Please reply to Y, then
exit the SMS, open the
SMS activation link
again, or copy the link to
Safari browser and open
it)

The US Postal team

*OoGo0odo se
"
2366,barisoffsbsyudqg@outlook.com,27/03/2024 14:36,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https://msvchk.top/ekk (please reply to 1, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day",https://msvchk.top/Ekk,,msvchk,top,,USPS,Alibaba.com Singapore E-Commerce Private Limited,27/03/2024,,,Inactive,,0,0,0,0,0,"8:31

barisoffsbsyudqg@outlook.com

The USPS package has
arrived at the warehouse
and cannot be delivered due
to incomplete address
information. Please confirm
your address in the link
within 12 hours.

https://msvchk.top/Ekk

(Please reply to 1, then exit
the SMS, open the SMS
activation link again, or copy
the link to Safari browser
and open it)

The US Postal team wishes
you a wonderful day

Report Junk

wll F Ga)
"
2367,,27/03/2024 18:02,"package tracking: your package arrived at the transit center but could not be delivered due to incomplete address information. details: https://www.upserviceo6.com best regards, usps customer service",https://www.upserviceo6.com,www,upserviceo6,com,https://www.upserviceo6.com/,USPS,Domains Etc LLC,07/06/2024,27/03/2024,07/06/2024,Active,59,2,1,0,1,0,"10:01

<

©

© OV 4 870%

USPS 1

3 recipients

8 minutes ago, 9:52 AM

+63 953 371 4429 created a conversation

(616) 387-9536 and (708) 738-2442 joined

+63 953 371 4429

Package Tracking: Your package
arrived at the transit center but
could not be delivered due to
incomplete address information.
Details:

https://www.upserviceo6.com

best regards,
USPS Customer Service

Send message (>)

< @ a
"
2368,,27/03/2024 18:53,"10:16 the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https://usps.address-servesqre.top/tracking (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day",https://usps.address-servesqre.top/tracking,usps,address-servesqre,top,,USPS,Hongkong Kouming International Limited,23/03/2024,,23/03/2024,Inactive,1,4,1,0,3,1,"10:16 |

iMessage
Today 5:17 AM

The USPS package has arrived at the
warehouse and cannot be delivered due to
incomplete address information. Please
confirm your address in the link within 12
hours.

https://usps.address-servesqre.top/
tracking

(Please reply to Y, then exit the SMS, open
the SMS activation link again, or copy the
link to Safari browser and open it)

The US Postal team wishes you a
wonderful day

The sender is not in your contact list.

Report Junk
"
2369,,07/04/2024 14:53,ঈদ শপিং হোক kidzee থেকে। চলে আসুন আজই! 01813133304,,,,,,,,,,,,,,,,,,
2370,usps-ups0407922@usps-ups.cc,16/04/2024 17:00,"customs detention notice:you have a parcel sent from china that is currently being held for customs clearance due to an invalid shipping address being detected, please confirm the address information in the link within 24 hours. https://usps.upsupost.com (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the usps team wishes you a wonderful day",https://usps.upsupost.com,usps,upsupost,com,https://usps.upsupost.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,09/04/2024,09/04/2024,09/04/2024,Inactive,1,0,0,0,0,0,"usps-ups0407922@usps-ups.cc >

iMessage
Today 08:06

Customs Detention Notice:You
have a parcel sent from China that
is currently being held for
customs clearance due to an
invalid shipping address being
detected, please confirm the
address information in the link
within 24 hours.

https://usps.upsupost.com

(Please reply to Y, then exit the
SMS, open the SMS activation link
again, or copy the link to Safari
browser and open it)

The USPS team wishes you a
wonderful day

The sender is not in your contact list.
Report Junk
"
2371,+61 401 130 950,16/04/2024 17:01,ing: your account has been locked. please confirm whether this mobile # is active in order to restore access: http://ing.au-confirm- number.com/i/edgx00c4,http://ing.au-confirm-number.com/i/eDgx00c4,ing,au-confirm-number,com,https://www.ing.com.au/securebanking/,ING,"NICENIC INTERNATIONAL GROUP CO., LIMITED",07/04/2024,07/04/2024,07/04/2024,Active,120,0,0,0,0,0,"+61 401130 950

Text Message
Today 12:21AM

ING: Your account has been
locked. Please confirm
whether this mobile # is active
in order to restore access:
http://ing.au-confirm-
number.com/i/eDgxO0c4
"
2372,+1 (209) 233-7422,16/04/2024 17:01,"usps mail package in the process of transportation, due to damage to the outer package, address information is lost, can not be delivered. please be sure to update the delivery address information in the link within 12 hours. https://usps.postnf.com (please reply y, then exit the sms, re-open the sms activation link, or copy the link to open in safari) the usps team wishes you a great day!",https://usps.postnf.com,usps,postnf,com,https://usps.postnf.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,24/03/2024,24/03/2024,11/04/2024,Inactive,19,10,4,0,6,0,"<e s

+1 (209) 233-7422

iMessage
Today 1:22PM

USPS mail package in the
process of transportation, due to
damage to the outer package,
address information is lost, can
not be delivered. Please be sure
to update the delivery address
information in the link within 12
hours.

https://usps.postnf.com

(Please reply Y, then exit the
SMS, re-open the SMS activation
link, or copy the link to open in
Safari)

The USPS team wishes you a
great day!

The sender is not in your contact list
Report Junk
"
2373,pl4396@gongmiaq.com,16/04/2024 17:01,"the usps package arrived at the warehouse but could not be delivered due to incomplete address information. please confirm your address in the link. https://msvcoxs.top/ekk (please reply y, then exit the text message and open it again to activate the link, or copy the link and open it in your safari browser). the usps team wishes you a wonderful day! usps",https://msvcoxs.top/Ekk,,msvcoxs,top,,USPS,Alibaba.com Singapore E-Commerce Private Limited,22/03/2024,,,Inactive,,0,0,0,0,1,"4 > 4
pl4396@gongmiaq.com >

iMessage
Today 9:12 AM

The USPS package arrived at the
warehouse but could not be delivered due
to incomplete address information. Please
confirm your address in the link.

https://msvcoxs.top/Ekk

(Please reply Y, then exit the text message
and open it again to activate the link, or
copy the link and open it in your Safari

browser).

The USPS team wishes you a wonderful
day!

Usps

The sender is not in your contact list.
Report Junk
"
2374,rusocres@gmail.com,16/04/2024 17:02,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https://usps.rrarculhbg.top (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day",https://usps.rrarculhbg.top,usps,rrarculhbg,top,https://usps.rrarculhbg.top/,USPS,Dynadot LLC,09/03/2024,20/03/2024,19/03/2024,Inactive,11,17,5,3,9,2,"<® ma

rusocres@gmail.com

The USPS package has arrived at
the warehouse and cannot be
delivered due to incomplete
address information. Please
confirm your address in the link
within 12 hours.

https://usps.rrarculhbg.top

(Please reply to Y, then exit the
SMS, open the SMS activation link
again, or copy the link to Safari
browser and open it)

The US Postal team wishes you a
wonderful day

The sender is not in your contact list

Report Junk
"
2375,hebaaldawood@hotmail.com,16/04/2024 17:02,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https://uspz.usspaob.top (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day",https://uspz.usspaob.top,uspz,usspaob,top,https://uspz.usspaob.top/,USPS,Hongkong Kouming International Limited,04/03/2024,,03/04/2024,Inactive,31,15,3,1,11,1,": Lo,

hebaaldawood@hotmail.com

The USPS package has arrived at
the warehouse and cannot be
delivered due to incomplete
address information. Please
confirm your address in the link
within 12 hours.

https://uspz.usspaob.top

(Please reply to Y, then exit the
SMS, open the SMS activation link
again, or copy the link to Safari
browser and open it)

The US Postal team wishes you a
wonderful day

The sender is not in your contact list

Report Junk
"
2376,15712380516,22/04/2024 15:14,"> hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://rebrand.ly/440276?zuc= mz591y3jte (exit sms, open sms again to activate link, or copy link to browser to open)",https://rebrand.ly/440276?zUC=,,rebrand,ly,https://rebrandly.info/stop,IRS,Gandi SAS,01/07/2019,,02/06/2024,Inactive,1799,4,1,0,3,2,"3:19 63° @ NED ll 65%

< @) +15712380516 ~

This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Thursday, April 18

1:59 PM

a) + @ ©

Il O <
"
2377,15804003802,22/04/2024 15:20,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid -welcomey.cyou /768|sr?vsi= ysblvvd199 (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomey.cyou/768|Sr?vSi=ysbLVvD199,,irsid-welcomey,cyou,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,19/04/2024,22/04/2024,24/04/2024,Inactive,6,0,0,0,0,0,"11:06 NF all 26%0

< 415804003802 . Q
Friday, April 19, 2024

wy Hello, the IRS
system has detected
an anomaly in your
account's 2022-2023
tax return. The link
is valid for 24 hours,
please check in time.

http://irsid
-welcomey.cyou
/768\Sr2vSi=
ysbLVvD199

(Exit SMS, open SMS
again to activate
link, or copy link to
browser to open)

09:01

Ao + | Sih

lI O <
"
2378,(940) 344-1972,22/04/2024 15:42,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://irsfs.xyz/us?cvx= 8c6c76xgac (exit sms, open sms again to activate link, or copy link to browser to open) 6:46 am",https://irsfs.xyz/us?cvx=8C6c76XGAC,,irsfs,xyz,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,17/04/2024,22/04/2024,22/04/2024,Inactive,6,13,4,0,9,1,"7:05 @ 4; wll 100% 8

€ (940) 344-1972 &

6:46 AM

RCS chat with (940) 344-1972

Unread

Hello, the IRS system has
detected an anomaly in your
account's 2022-2023 tax return.
The link is valid for 24 hours,
please check in time.

https://irsfs.xyz/us?cvx=
8C6c76XGAc

(Exit SMS, open SMS again to
activate link, or copy link to
browser to open)

6:46 AM
© RCSmessage GC CF © _ i

II O <
"
2379,(582) 453-7728,22/04/2024 15:56,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://tinyurl.com/4mjruvc6?hhb= 370pix5xlx (exit sms, open sms again to activate link, or copy link to browser to open) 10:45 am",https://tinyurl.com/app/nospam/tinyurl.com/4mjruvc6,,tinyurl,com,,IRS,"TUCOWS, INC.",27/01/2002,28/06/2022,28/06/2022,Active,8226,2,0,0,2,1,"10:53 @ A! ull 100%
€ @ (582) 453-7728 Ke :

G Why this looks like spam

Similar messages you received were identified as
spam. Google keeps your personal information
private, safe, and secure.

Not spam

10:45 AM

RCS chat with (582) 453-7728

Unread

Hello, the IRS system has detected an
anomaly in your account's 2022-2023 tax
return. The link is valid for 24 hours, please
check in time.

https://tinyurl.com/4mjruvc6? HHB=
370pix5XIx

(Exit SMS, open SMS again to activate link,
or copy link to browser to open)

10:45 AM

©) RCS message GE © th

lI O <
"
2380,,22/04/2024 16:11,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

http://irsid-website.fun/pappqy?pyi=jwu4cqpdgt

(exit sms, open sms again to activate iink, or copy iink to browser to open)",http://irsid-website.fun/paPpqY?pYi=JWu4cQPDgt,,irsid-website,fun,https://irsid-website.fun/paPpqY?pYi=JWu4cQPDgt,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22/04/2024,,,Inactive,,2,1,0,1,0,
2381,17273585809,22/04/2024 16:17,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. open)",,,,,,,,,,,,,,,,,,"¢ (& +17273585809 ~
Monday, April 22

Hello, the IRS
system has
detected an
anomaly in

your account's
2022-2023 tax
return. The link is
valid for 24 hours,
please check in
time.

http://irsid-website
.fun/paPpqY?mCH=
DmtiepnFWN

(Exit SMS, open
SMS again to
activate link, or copy
link to browser to
open)

9:02 AM
"
2382,josiah5ndunn@outlook.com,22/04/2024 16:20,"the usps package arrived at the warehouse but could not be delivered due to incomplete address information. please confirm your address in the link. https://usps-com-axu.top/i (please reply y, then exit the text message and open it again to activate the link, or copy the link and open it in your safari browser). the usps team wishes you a wonderful day!",https://usps-com-axu.top/i,,usps-com-axu,top,,USPS,Alibaba.com Singapore E-Commerce Private Limited,16/04/2024,,23/04/2024,Inactive,8,6,3,0,3,1,"1:49 PT) |

<O

josiahSndunn@outlook.com

The USPS package arrived at the
warehouse but could not be delivered
due to incomplete address
information. Please confirm your
address in the link.

https://usps-com-axu.top/i

(Please reply Y, then exit the text
message and open it again to
activate the link, or copy the link and
open it in your Safari browser).

The USPS team wishes you a
wonderful day!

Report Junk
"
2383,+1 (705) 708-2137,22/04/2024 16:28,wgekk us475143383dgvze.04us6tl- h2ps.us¹cuodh qgbmh,h2ps.us,,h2ps,us,http://h2ps.us/,,Key-Systems GmbH,08/11/2021,23/12/2023,23/12/2023,Active,1001,0,0,0,0,0,"11:13 all Fo)
+1 (705) 708-2137
Text Message
Today 11:01AM
ea)

Package delayed due to
incorrect address.
Please update at this link:

WGEKK
US475143383DGVZE.04us6tl-
h2ps.us‘'CUODH QGBMH

The sender is not in your contact list.

Report Junk
"
2384,,22/04/2024 16:40,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

http://irsid-welcomei.cyou/718isr?jnn=zl982fk63m

(exit sms, open sms again to activate iink, or copy iink to browser to open)",http://irsid-welcomei.cyou/718ISr?jNN=zl982FK63m,,irsid-welcomei,cyou,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22/04/2024,,27/04/2024,Inactive,6,15,5,0,10,1,
2385,,22/04/2024 16:46,"+17013896433

""hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time.

http://irsid-website.xyz/9681sr?czx=vktpwxefcz

(exit sms, open sms again to activate link, or cop9y link to browser to open?",http://irsid-website.xyz/9681Sr?Czx=VKtPWXefCZ,,irsid-website,xyz,,IRS,Communigal Communications Ltd,16/06/2024,,02/07/2024,Inactive,17,16,4,0,12,1,
2386,15596990939,22/04/2024 16:50,"> hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-website.fun/pappqy ?qfx=vrahlbepjm (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-website.fun/paPpqY,,irsid-website,fun,https://irsid-website.fun/paPpqY,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22/04/2024,22/04/2024,22/04/2024,Inactive,1,2,1,0,1,1,"10:40 8G666@6- 5GUC wll 93%

K +15596990939 ~

This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Monday, April 22

Hello, the IRS system has
detected an anomaly in your
account's 2022-2023 tax return.
The link is valid for 24 hours,
please check in time.

http://irsid-website.fun/paPpqY
2qFx=vRaHIBepJm

(Exit SMS, open SMS again to
activate link, or copy link to
browser to open) 9:31 AM

HO + ©

lI O <
"
2387,(716) 341-8081,22/04/2024 16:53,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomey.xyz/768|sr?fbj= pbnugsoiff (exit sms, open sms again to activate link, or copy link to browser to open) 7:40 am",http://irsid-welcomey.xyz/768|Sr?FBj=,,irsid-welcomey,xyz,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,19/04/2024,,20/06/2024,Inactive,63,9,3,0,6,0,"€ & (716) 341-8081 Rt

© Blocked
Unblock to receive messages from this sender

Unblock

7:40 AM

RCS chat with (716) 341-8081

Hello, the IRS system has detected an
anomaly in your account's 2022-2023 tax
return. The link is valid for 24 hours, please
check in time.

http://irsid-welcomey.xyz/768|Sr?FBj=
pBNUGsOIFf

(Exit SMS, open SMS again to activate link,
or copy link to browser to open)

7:40 AM

@ [#5 RCS message © th
"
2388,,22/04/2024 17:01,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

http://irsid-welcomey.site/768isr?zgt=rys7sjdquq

(exit sms, open sms again to activate iink, or copy iink to browser to open)",http://irsid-welcomey.site/768ISr?zGt=RYs7sjDquQ,,irsid-welcomey,site,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,19/04/2024,19/04/2024,24/04/2024,Inactive,6,7,1,0,6,1,
2389,,22/04/2024 17:02,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time.

http://irsid-welcomey.site/768isr?ybe=xsgptjg1jg

(exit sms, open sms again to activate iink, or copy iink to browser to open)",http://irsid-welcomey.site/768ISr?ybe=XSGptJg1jG,,irsid-welcomey,site,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,19/04/2024,19/04/2024,24/04/2024,Inactive,6,12,4,0,8,1,
2390,(805) 956-5107,22/04/2024 17:12,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid text message /76|| sr?ho",,,,,,,,,,,,,,,,,,"1:06 © @®@O@H- OMA F ll 56%

€ (805) 956-5107 [™ %&

Hello, the IRS
system has
detected an
anomaly in your
account's
2022-2023 tax
return. The link is
valid for 24 hours,
please check in
time.

http://irsid

© Textmessage & @© ih

III O <
"
2391,(626) 687-8281,22/04/2024 17:14,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://rebrand.ly/092c99?zbq= 9elzpdr1qy (exit sms, open sms again to activate link, or copy link to browser to open) 12:24 pm",https://rebrand.ly/092c99?zBQ=9Elzpdr1qY,,rebrand,ly,https://rebrandly.info/stop,IRS,Gandi SAS,01/07/2019,,02/06/2024,Inactive,1799,4,1,0,3,2,"12:25 068 56. will 7%8

< & (626) 687-8281 [ %&

12:24 PM

RCS chat with (626) 687-8281

Hello, the IRS system has
detected an anomaly in your
account's 2022-2023 tax return.
The link is valid for 24 hours,
please check in time.

https://rebrand.ly/092c99?ZBQ=
9ElzpdrigY

(Exit SMS, open SMS again to
activate link, or copy link to
browser to open)

12:24 PM

Okay ea . Thanks

G@) [4 RCS message © F

II O <
"
2392,(346) 634-4204,22/04/2024 17:17,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://rebrand.ly/092c99?jhi=cza2htqk5p (exit sms, open sms again to activate link, or copy link to browser to open) 11:09 am",https://rebrand.ly/092c99?JHI=CZa2htqK5P,,rebrand,ly,https://rebrandly.info/stop,IRS,Gandi SAS,01/07/2019,,02/06/2024,Inactive,1799,4,1,0,3,2,"11eel Se ull 88%

€ & (346) 634-4204 cr & :

= Save +13466344204? x
Saving this number will add a new contact

Report spam Add contact

11:09 AM

RCS chat with (346) 634-4204

Unread
Hello, the IRS system has detected an anomaly in

your account's 2022-2023 tax return. The link is
valid for 24 hours, please check in time.

https://rebrand.ly/092c99? JHI=CZa2htqK5P

(Exit SMS, open SMS again to activate link, or
copy link to browser to open)

C

Tap to load preview
11:09 AM

Message saved as draft. | Thanks
© RCS message a G) il

lI O <
"
2393,,22/04/2024 17:23,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

https://rebrand.ly/092c99?xoh=5zkmpimiai

(exit sms, open sms again to activate iink, or copy iink to browser to open)",https://rebrand.ly/092c99?xOH=5ZKmPimIaI,,rebrand,ly,https://rebrandly.info/stop,IRS,Gandi SAS,01/07/2019,,02/06/2024,Inactive,1799,4,1,0,3,2,
2394,19703617090,22/04/2024 17:25,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcome.world /7181sr?jgd=hbjpfkmpss (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcome.world/7181Sr?jgD=hBJPFkMpSs,,irsid-welcome,world,https://irsid-welcome.world/7181Sr?jgD=hBJPFkMpSs,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22/04/2024,22/04/2024,27/04/2024,Inactive,6,1,1,0,0,0,"11:13 B @ NF il 78%
€ +19703617090 ~

This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Monday, April 22

Hello, the IRS system has
detected an anomaly in your
account's 2022-2023 tax
return. The link is valid for
24 hours, please check in
time.

http://irsid-welcome.world

/718|Sr?jgD=hBJPFkMpSs

(Exit SMS, open SMS again to
activate link, or copy link to
browser to open) 10:48 AM

R4 == | o sift

lI O <
"
2395,(929) 719-8510,22/04/2024 17:39,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-web.top/pappqy?igx= fdq7jeam6l (exit sms, open sms again to activate link, or copy link to browser to open) 11:00 am",http://irsid-web.top/paPpqY?IGx=,,irsid-web,top,https://irsid-web.top/paPpqY?IGx=,IRS,Alibaba.com Singapore E-Commerce Private Limited,22/04/2024,,,Inactive,,7,1,0,6,1,"<€ @ (929)719-8510 my :

Report this suspected spam? x
Reporting helps stop unwanted messages from
this number

No, not spam Yes, report

11:00 AM

RCS chat with (929) 719-8510

Unread

Hello, the IRS system has detected an
anomaly in your account's 2022-2023
tax return. The link is valid for 24
hours, please check in time.

http://irsid-web.top/paPpqY?|Gx=
FDQ7jEam6L

(Exit SMS, open SMS again to activate
link, or copy link to browser to open)

11:00 AM

© RCS message a ©
"
2396,,22/04/2024 17:41,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

http://irsid-web.top/pappqy?eqw=pz9kw57ugx

(exit sms, open sms again to activate iink, or copy iink to browser to open)",http://irsid-web.top/paPpqY?Eqw=pz9KW57Ugx,,irsid-web,top,,IRS,Alibaba.com Singapore E-Commerce Private Limited,22/04/2024,,,Inactive,,15,5,0,10,1,
2397,16414269361,22/04/2024 17:51,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://usirs-welcome.top/795fbm ?vvq=7t8u8tjydh/ (exit sms, open sms again to activate link, or copy link to browser to open)",https://usirs-welcome.top/795FBm,,usirs-welcome,top,,IRS,Alibaba.com Singapore E-Commerce Private Limited,19/04/2024,,05/05/2024,Inactive,17,18,4,0,14,1,"9:25 Fe alll

< +16414269361 ~

This message is from an unsaved number. Beware
of smishing and phishing.

Block number

Friday, April 19

Hello, the IRS system has detected an
anomaly in your account's 2022-2023
tax return. The link is valid for 24
hours, please check in time.

https://usirs-welcome.top/795FBm
2vvg=7t8U8TjYDh/

(Exit SMS, open SMS again to activate
link, or copy link to browser to open) 9:02 AM

RB + | Qt

III O <
"
2398,(773) 220-0930,22/04/2024 17:55,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://usirs-welcome .top/795fbm?ods= azud3kesca/ (exit sms, open sms again to activate link, or",,,,,,,,,,,,,,,,,,"4:14 20 @m- 8 ONS ull 89%

€ ©) (773) 220-0930 m &

Hello, the IRS system
has detected an
anomaly in your
account's 2022-2023
tax return. The link is
valid for 24 hours,
please check in time.

https://usirs-welcome

.top/795FBm?ods=
aZuD3kesca/

(Exit SMS, open SMS
again to activate link, or

@ & Textmessa... ©

II O <
"
2399,(253) 231-1209,22/04/2024 18:01,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcome.store/718|sr ?sso=iu6d6sxvjj (exit sms, open sms again to activate link, or copy link to browser to open) 11:06 am ☺",http://irsid-welcome.store/718|Sr,,irsid-welcome,store,https://irsid-welcome.store/718|Sr,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22/04/2024,,27/04/2024,Inactive,6,2,1,0,1,0,"1:52 @@O@- YX 94 05%

€ @ 0253) 231-1209 mH &

8 Save +12532311209? x
Saving this number will add a new contact

Report spam Add contact

RCS chat with (253) 231-1209

Unread

Hello, the IRS system has detected
an anomaly in your account's
2022-2023 tax return. The link is
valid for 24 hours, please check in
time.

http://irsid-welcome.store/7181Sr
?sSo=iU6D6sXvjJ

(Exit SMS, open SMS again to
activate link, or copy link to browser
to open)

11:06 AM

ds Okay Thanks a
© RCS message GE © ih
"
2400,(253) 231-1209,22/04/2024 18:02,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcome.store/718|sr ?sso=iu6d6sxvjj (exit sms, open sms again to activate link, or copy link to browser to open) 11:06 am ☺",http://irsid-welcome.store/718|Sr,,irsid-welcome,store,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22/04/2024,,27/04/2024,Inactive,6,2,1,0,1,0,"1:52 @@O@- YX 94 05%

€ @ 0253) 231-1209 mH &

8 Save +12532311209? x
Saving this number will add a new contact

Report spam Add contact

RCS chat with (253) 231-1209

Unread

Hello, the IRS system has detected
an anomaly in your account's
2022-2023 tax return. The link is
valid for 24 hours, please check in
time.

http://irsid-welcome.store/7181Sr
?sSo=iU6D6sXvjJ

(Exit SMS, open SMS again to
activate link, or copy link to browser
to open)

11:06 AM

ds Okay Thanks a
© RCS message GE © ih
"
2401,15057306025,22/04/2024 18:22,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomey.cyou /7681sr?quw=pa641d19a3 (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomey.cyou,,irsid-welcomey,cyou,http://irsid-welcomey.cyou/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,19/04/2024,22/04/2024,24/04/2024,Inactive,6,0,0,0,0,1,"9:05 Ea BO Ni Hl 81%

< (8) +15057306025 ~

This message is from an unsaved number.
Beware of smishing and phishing.

Block number

Friday, April 19

9:00 AM

"
